,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,1.3322917938232421,0.3119644985300325,0.11002640724182129,0.0015723823137687653,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 25}",0.6174334140435838,0.7425414364640887,0.6346153846153848,0.6797687861271678,0.7484828051247474,0.6845500987874696,0.05379529207481651,120,0.721829751051175,0.7327412070452111,0.7079637242957174,0.7021307839921088,0.7861396859772608,0.7301610304722946,0.02996028210588332
12,1.11931414604187,0.2707669428565386,0.1091270923614502,0.004027975963555513,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 30}",0.32967032967032966,0.7054794520547947,0.7022727272727276,0.65017667844523,0.6755924267937083,0.6126203308199369,0.14291294425360784,315,0.39459676237382685,0.6758807139507236,0.7792806893256599,0.7255391500090198,0.6492805755395689,0.6449155782397599,0.13280929621792886
13,1.4570871829986571,0.4437121700974795,0.11068863868713379,0.003930834901526024,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 35}",0.654929577464789,0.7620064034151547,0.6521739130434783,0.6285714285714288,0.7577063815928122,0.691058498565239,0.056913567971611,92,0.7854363770659095,0.818294499596303,0.6748566664791293,0.6742354651421988,0.7899022801302936,0.7485450576827668,0.06146262032061205
14,1.4419422149658203,0.3689186524815179,0.11382641792297363,0.00947744032853069,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 40}",0.6364719904648392,0.7389830508474577,0.6713286713286715,0.67741935483871,0.732387816786794,0.6913064393168745,0.03888255853607237,91,0.7310829546657903,0.7857286029264313,0.7243296550082401,0.7703756411396654,0.815208721084818,0.7653451149649889,0.03400980909729861
15,1.6642555236816405,0.4221189161321546,0.11094741821289063,0.006706637270183265,0.1,"(50, 50)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 45}",0.6438679245283021,0.7415730337078654,0.6896551724137933,0.6787330316742085,0.7185453123472483,0.6944680157066719,0.033557419130623004,73,0.7728089389874655,0.7696509023781121,0.7596591812269935,0.8582863097679617,0.7649794801641593,0.7850769625049384,0.03687288613675649
16,1.0916695594787598,0.2240381628280339,0.10843300819396973,0.002304206636876501,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 50}",0.5732484076433121,0.6920415224913498,0.602258469259724,0.6059113300492612,0.7350249503882246,0.6416702631986058,0.06125163185290429,277,0.6260399720816371,0.683298704166535,0.6232370359477506,0.6362599891767443,0.7678424938474165,0.6673356390440167,0.054721407566254265
17,1.3755893230438232,0.35760452974570717,0.10837478637695312,0.0033361617345116614,0.1,"(50, 50)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 55}",0.6214285714285717,0.7373167981961671,0.6146341463414635,0.6681974741676238,0.6889064751121124,0.6660901741060431,0.04526106640546178,206,0.8236512508495343,0.769141319334844,0.6627022869145823,0.7594087460477132,0.6923746013337206,0.7414556408960788,0.05736892587224828
18,1.1487367153167725,0.31005575152684983,0.1135396957397461,0.010440403280884485,0.1,"(50, 50)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 60}",0.6357142857142859,0.7103448275862071,0.6410564225690278,0.6189320388349516,0.6921649778792638,0.6596332157275611,0.03522511061039726,238,0.8135616811752143,0.6718542949412291,0.6832247093703121,0.6599134072364365,0.683855845297393,0.702481987604117,0.05622564158535744
19,0.6997113704681397,0.08355272424628857,0.10945401191711426,0.006896453940509615,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 2}",0.0225140712945591,0.0,0.5523329129886507,0.634037819799778,0.0,0.24184605969079492,0.28821420102994794,365,0.008514710175484053,0.0,0.5467118644067749,0.6426897992781552,0.005684509711037422,0.24072017671429027,0.29062616445618206
20,0.7502035617828369,0.22471622714912717,0.10713281631469726,0.0016781634265206123,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 3}",0.4890038809831824,0.6168224299065423,0.3046153846153846,0.32481203007518794,0.0,0.3471499308105768,0.2076325937164937,356,0.5034397103285315,0.6089658391531401,0.32709015442522177,0.35571026128824046,0.0,0.35904119303902676,0.20652157408096092
21,0.7688936233520508,0.1610501719922376,0.10851426124572754,0.0019280598861866575,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 4}",0.5970873786407769,0.5529265255292654,0.04452690166975881,0.0225140712945591,0.6046178478132639,0.3642658729967201,0.27078304651753926,345,0.5757011415172993,0.5574890392327481,0.028011484708730352,0.01693333306455013,0.5817174515235463,0.3519704900093748,0.2691751394438531
22,0.6921470642089844,0.0894169760850909,0.10853509902954102,0.002777678964221,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 5}",0.5850000000000002,0.6845168800931318,0.5985221674876848,0.6433734939759037,0.6008910137998481,0.6224668756032575,0.03669109304728677,307,0.6305527907410317,0.6500009592694146,0.6382232612507248,0.6232026787472862,0.6014990630855718,0.6286957506188058,0.016235563580417587
23,0.7087654590606689,0.13612161999853914,0.1083909511566162,0.003108303633141619,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 6}",0.5368421052631579,0.7054794520547948,0.4931506849315069,0.46874999999999994,0.6959944807434765,0.5800102062344418,0.10097239791282188,338,0.6032637137827627,0.6783990383712352,0.5245882592151465,0.40389728827848104,0.660501193317423,0.5741298985930097,0.10061247327912944
