params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",17.39677699999993,100,0.006953725090109889,0.006557447540419677,0.002512562814070352,0.01282051282051282,0.0021381238970192545
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",19.314366999999947,100,0.0062748987802444265,0.006097560975609756,0.0021691973969631237,0.014705882352941176,0.002137442812892847
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",17.932912000000215,100,0.006481237648380402,0.006006060168818989,0.002347417840375587,0.01818181818181818,0.0024560440276503726
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",35.17688099999941,100,0.00045163795163335514,0.0,0.0,0.006369426751592357,0.0010123981579742516
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",21.11225100000047,100,0.007709209221494861,0.007519222071460878,0.004149377593360996,0.013333333333333334,0.0020402784869978435
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",20.700815999999577,100,0.008033795737969477,0.0078125,0.002785515320334262,0.016129032258064516,0.0024453001355834924
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",19.529716999999437,100,0.007511294922516236,0.0072203107079553755,0.003205128205128205,0.014285714285714285,0.00213857629467523
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",19.023991999999453,100,0.007542275119889747,0.007246376811594203,0.003236245954692557,0.016129032258064516,0.002304914801156858
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",19.012909000000036,100,0.007973289121082573,0.007634032634032634,0.003787878787878788,0.015384615384615385,0.0022207262849550545
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",19.031119999999646,100,0.007344975230648483,0.0071685508735868445,0.0024390243902439024,0.014084507042253521,0.002328274179159548
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",17.902971000000434,100,0.006855814913616987,0.006600731962356221,0.002570694087403599,0.016666666666666666,0.0023470602037949395
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",19.38221800000065,100,0.0063314121965977665,0.0055248618784530384,0.0016835016835016834,0.016666666666666666,0.002642225069492782
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",18.866110000000845,100,0.0063043820118131285,0.006289308176100629,0.0022471910112359553,0.010752688172043012,0.0018267362269691193
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",34.05310399999962,100,0.00014139356115537886,0.0,0.0,0.002652519893899204,0.0005038171842239073
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",21.12539099999958,100,0.006959707488039952,0.006802721088435374,0.002890173410404624,0.014084507042253521,0.0022092478168509147
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",20.250332999999955,100,0.007247358339107965,0.0068260180784642625,0.00267379679144385,0.015873015873015872,0.002440782392369555
